Status,Lift Name,Type,Capacity,Vertical Rise,Length,Line Speed,Drive,Ride Time,Resort,State,Ikon,Epic,Price
Operating,Eglise Gondola Stage 2,Gondola 8,2000,1221,6323,1000,Bottom,6.3,yellowstone club,mt,0,0,0
Operating,American Spirit,High Speed Quad,2000,1330,6016,1000,Top,6,yellowstone club,mt,0,0,0
Operating,Lake,High Speed Quad,2000,1543,6276,1000,Top,6.3,yellowstone club,mt,0,0,0
Operating,Lodge,High Speed Quad,2000,2151,9847,1100,Top,9,yellowstone club,mt,0,0,0
Operating,Andesite Ridge,High Speed Quad,1900,1354,5394,1000,Top,5.4,yellowstone club,mt,0,0,0
Operating,Silvertip,High Speed Quad,1800,1235,4762,1000,Top,4.8,yellowstone club,mt,0,0,0
Operating,Great Bear,High Speed Quad,1500,793,4737,1000,Top,4.7,yellowstone club,mt,0,0,0
Operating,Mountain,Double,1000,528,1399,550,Bottom,2.5,yellowstone club,mt,0,0,0
Operating,Hideaway,Triple,600,415,2415,400,Top,6,yellowstone club,mt,0,0,0
Operating,Southern Cross,Triple,600,290,1276,450,Top,2.8,yellowstone club,mt,0,0,0
Operating,Pine Ridge,Pulse Quad,490,574,4326,1000,Top,4.3,yellowstone club,mt,0,0,0
Operating,River Crossing,Double,300,18,676,300,Top,2.3,yellowstone club,mt,0,0,0
Operating,Meadow,Pulse Quad,300,875,6082,1000,Top,6.1,yellowstone club,mt,0,0,0
Operating,Alpine Greens,Tram 8,166,330,1240,600,Bottom,2.1,yellowstone club,mt,0,0,0
Operating,Little Dipper,Triple,1618,,,,Top,,yellowstone club,mt,0,0,0
Operating,Bruin,Double,1320,138,1080,300,Bottom,3.6,yosemite,ca,0,0,
Operating,Red Fox,Double,1200,553,3016,465,Bottom,6.5,yosemite,ca,0,0,
Operating,Badger,Double,1186,272,925,465,Bottom,2,yosemite,ca,0,0,
Operating,Eagle,Triple,1618,574,3364,,Bottom,,yosemite,ca,0,0,
